doc_id,title,abstract,year,source,subject,author,pub_type
EJ1395191,"Face-to-Face, Online or Hybrid, Which Model Is Preferred by University Students and Why?","Teaching model preferences of university students and the factors explaining these preferences may give ideas to educators and decision-makers to design future innovative higher education systems. For this reason, this study aims to examine how some factors affect university students' teaching model preferences (face-to-face, online and hybrid) in detail. The factors of the study were gender, opinions about the complexity of the learning management system, sufficiency of digital materials, knowing how to solve problems during online learning, course participation preferences, online teaching methods preferences (synchronous, asynchronous or both), and finally community of inquiry elements (teaching, social and cognitive presence levels). 5504 university students participated in the study and the data were collected by an online questionnaire. Two-way contingency table analyses using Pearson X^2 method and a multinomial logistic regression model (MLR) were applied to determine the factors affecting the teaching model preferences. The results revealed that 71.2% of students preferred to use online supported models (online and hybrid) while only 28.8% of them preferred a wholly face-to-face model. Interestingly, more than half of the females preferred face-to-face and hybrid, while more than half of the males preferred online education. The tendency to prefer online education was related to students' problem solving competencies in the online environment and the learning management system not being complicated for them. This study indicated the relationship of the teaching model preferences with the other factors and community of inquiry elements.",2023,"",College Students; Student Attitudes; Preferences; In Person Learning; Online Courses; Blended Learning; Gender Differences; Asynchronous Communication; Synchronous Communication; Interpersonal Relationship; Problem Solving; Learning Management Systems; Instructional Materials; Foreign Countries,"Hotar, Nükhet; Özcan, Mehmet Ali; Baran, Bahar; Karagöz, Emre; Güney, Lütfiye Özge",Journal Articles; Reports - Research
EJ1365369,Agency in Online Foreign Language Learning amidst the COVID-19 Outbreak,"The coronavirus disease 2019 (COVID-19) outbreak has forced a sudden transition from face-to-face learning to online learning in higher education. This circumstance challenges university students to be more selfdirected in learning with relatively minimum assistance from their lecturers or peers. Therefore, it is becoming increasingly important to conduct a study on the issue of learner agency which remains little explored. The present study aimed at investigating the agency of first-year university students in online learning of Arabic as a foreign language. In particular, this study examines their intention, motivation, self-regulation and selfefficacy in online learning of Arabic delivered synchronously by using Google Meet and asynchronously by using Edmodo. An exploratory research method was employed in the study with the participation of 76 firstyear university students at an Islamic public university in Jakarta, Indonesia. Results of the study reveal that first-year university students have a relatively high intention, motivation, self-regulation and self-efficacy in Arabic online learning. Looking these findings into more detail, however, the students seem to have limited information and preparation to achieve their goals, are undermotivated to speak with native Arabic speakers, have shallow learning commitments, and are less likely to believe their performance. One of the practical implications that emerge from this study is to introduce first-year university students to a variety of strategies for learning Arabic in more self-directed ways, and this may be supported by lecturers as to not only delivering content but also promoting skills during their teaching practices.",2022,"",College Freshmen; Independent Study; Videoconferencing; Second Language Learning; Second Language Instruction; Metacognition; Islam; State Universities; Religious Colleges; Arabic; Online Courses; Educational Change; Teaching Methods; Personal Autonomy; Student Attitudes; Learning Motivation; Self Efficacy; Learning Strategies; Foreign Countries; Learning Management Systems,"Albantani, Azkia Muharom; Madkur, Ahmad; Rahmadi, Imam Fitri",Journal Articles; Reports - Research
EJ1318847,How University Lecturers and Students Interpret Opportunities and Challenges of Online Mode of Learning,"This paper reports an analysis of university lecturers and students' experience of the online mode of learning in the COVID-19 situation. It as qualitative research employed semi-structured interviews and observation of online classes to gather data. It reports on how online classes enabled university lecturers and students to manage online learning and improve technological skills with the consistent practice of various information and communication technology (ICT) tools. Despite limited technological and pedagogical knowledge, lecturers initiated online learning as an alternative to physical classroom learning in the crisis. Both lecturers and students, thus, were intimidated by new technologies and ways of learning at the beginning. In absence of ICT training, their consistent practices of online learning enabled them to develop some level of confidence in using ICT in teaching and learning activities. Many students from remote rural villages, however, are unable to access online education due to the lack of the internet, smart devices and electricity. The online mode of learning, albeit it is reported a potential strategy to shift from the traditional education system to modern learning, cannot be sustainable in the context where there is limited or no infrastructure for the internet and electricity.",2021,"",College Faculty; Graduate Students; Student Attitudes; Teacher Attitudes; Barriers; Affordances; Electronic Learning; Online Courses; Videoconferencing; Pedagogical Content Knowledge; Technological Literacy; Technology Integration; Self Efficacy; Internet; Access to Education; Rural Population; Geographic Isolation; Foreign Countries,"Paudyal, Ganga Ram; Rana, Karna",Journal Articles; Reports - Research
ED613967,"Online Learning, Social Presence and Satisfaction among University Students during the COVID-19 Pandemic","The outbreak of the coronavirus disease 2019 (COVID-19) in various countries at the end of last year has transferred traditional face-to-face teaching to online education platforms, which directly affects the quality of education. Also, students' satisfaction is extremely important in the effective implementation of online learning. Thus, the main goal of this research was to investigate the possible relationship between online learning, social presence and satisfaction with online courses among university students. The Distance Education Learning Environments Survey (DELES), the Social Presence Scale (SPRES) and the Satisfaction Scale were administered to a sample of 280 university students. The results indicated that there was a significant positive relationship between online learning, social presence and satisfaction with online courses. Also, we found a significant positive relationship between social presence, satisfaction, instructor support, student autonomy, interaction and collaboration and authentic learning, but negative correlation between social presence, satisfaction, personal relevance and active learning. The study concluded that designing types of assignments that involve collaboration among students, and instituting authentic learning experiences that align with students' interest, will improve students' social presence, online learning and students' satisfaction in online courses. [For the complete Volume 19 proceedings, see ED613922.]",2021,"",COVID-19; Pandemics; Online Courses; School Closing; Student Satisfaction; Interpersonal Relationship; College Students; Distance Education; Correlation; Teacher Role; Personal Autonomy; Interaction; Cooperation; Authentic Learning; Relevance (Education); Active Learning; Foreign Countries,"Stankovska, Gordana; Dimitrovski, Dimitar; Ibraimi, Zebide; Memedi, Imran",Speeches/Meeting Papers; Reports - Research
EJ1175644,Effectiveness of an Asynchronous Online Module on University Students&apos; Understanding of the Bohr Model of the Hydrogen Atom,"Web-based learning is a growing field in education, yet empirical research into the design of high quality Web-based university science instruction is scarce. A one-week asynchronous online module on the Bohr Model of the atom was developed and implemented guided by the knowledge integration framework. The unit design aligned with three identified metaprinciples of science learning: making science accessible, making thinking visible, and promoting autonomy. Students in an introductory chemistry course at a large east coast university completed either an online module or traditional classroom instruction. Data from 99 students were analyzed and results showed significant knowledge growth in both online and traditional formats. For the online learning group, findings revealed positive student perceptions of their learning experiences, highly positive feedback for online science learning, and an interest amongst students to learn chemistry within an online environment.",2018,"",Web Based Instruction; Educational Technology; Technology Uses in Education; Science Instruction; Asynchronous Communication; Learning Modules; Introductory Courses; College Science; Chemistry; Conventional Instruction; Comparative Analysis; Online Courses; Knowledge Level; Instructional Effectiveness; Student Attitudes; Feedback (Response),"Farina, William J., Jr.; Bodzin, Alec M.",Journal Articles; Reports - Research; Tests/Questionnaires
EJ1319266,Online Self-Regulated Learning Strategies Amid a Global Pandemic: Insights from Indonesian University Students,"Purpose: At the beginning of 2020, the COVID-19 pandemic affected many aspects of life, including education. In response, the Indonesian government mandated all educational institutions, including universities, to implement online learning. Through online learning, many university students experienced considerable changes in the way they regulated their knowledge-seeking process. This research examined the level of EFL university students' self-regulated learning during their online learning activities for an English academic writing course, as well as the difficulties encountered and strategies developed in the online learning context. Methodology: This research employed a convergent mixed-method research design by adapting the Online Self-Regulated Learning Questionnaire (Barnard et al., 2009) and an open-ended questionnaire to discover the students' difficulties and strategies during online learning. The study involved 307 students of the English 3 (Academic Writing) course at President University, Indonesia. Descriptive statistics were employed to analyse the quantitative data sets, while the qualitative data sets were systematically coded and thematically analysed. Findings: The statistical analysis indicated that the students had a medium level of self-regulated learning skills. The qualitative analysis revealed that in the context of online self-regulated learning, the issues they faced included technical, material, time management, study space, and motivation issues. At the same time, the students attempted to alleviate these issues by improving collaboration and time management, and adopting technical, academic, and affective strategies. Significance: By exploring the level of students' self-regulated learning skills, this study provides insights for universities and lecturers into students' ability to regulate their learning in an online learning context. Additionally, this study has identified the difficulties students face in the online learning process and their strategies to overcome these issues, which can practically inform educational institutions about the necessary support that should be provided to facilitate students' self-regulated learning skills in the online learning context.",2021,"",COVID-19; Pandemics; Online Courses; School Closing; English (Second Language); Second Language Instruction; Academic Language; Writing Instruction; Barriers; Coping; Foreign Countries; Self Management; Metacognition; Student Motivation; Student Behavior; Undergraduate Students,"Mahmud, Yogi Saputra; German, Emilius",Journal Articles; Reports - Research
EJ1464996,The Voice of the Online Student Framework--Recommendations for Student Support,"Background: While surveys that measure readiness for online learning are not new, gaps exists in ensuring such tools are student-centered and directly inform student support strategies. Thus, a new orientation support program was creating for all incoming online students at a large public university. The Online Readiness and Student Success Assessment (ORSSA) was presented in an interactive video survey format asking open-ended questions about the online skills, needs and preferences of learners. Based on ORSSA responses, students are provided a customized online success plan of bookmarks, online resources and links to university support services. This paper analyzes the initial results from the first 392 participants in the ORSSA survey, with an eye towards validating the proprietary ORSSA survey and identifying new findings for student success plans for online learning. Methods: Qualitative survey data was analyzed to provide a contextual understanding of the following research questions: 1. What challenges with online learning do these students identify? 2. What opportunities for support do students indicate that they need to prepare them for online learning? Results and Implications: A holistic online student success framework comprised of five elements that emerged from ORSSA survey analysis is proposed. This framework is entirely based on the open-ended responses (voices) of incoming students, and identifies the support tools, resources and services that students feel they need to be successful in their online learning programs. The five elements are: student organization, faculty online competency, student feeling of belonging, university support services and student engagement. Recommendations and examples of how university administration can implement and deliver these five elements are proposed.",2025,"",Readiness; Electronic Learning; School Orientation; Student Surveys; Academic Support Services; Academic Achievement; Student Needs; Undergraduate Students; Graduate Students,Hugh Kellam; Leslie Jennings; Karen Magruder; Amber Smallwood; Ashley Purgason; Liz Richter,Journal Articles; Reports - Research
EJ1277042,University Students&apos; Readiness for Using Digital Media and Online Learning--Comparison between Germany and the USA,"The year 2020 brought many changes to our everyday life but also our education system. Universities needed to change their teaching practices due to the COVID-19 pandemic. Words like &quot;digital media&quot;, &quot;online teaching&quot; and &quot;online learning&quot; were present in all of the discussions. The main issues here were the technical infrastructure of students and universities all over the world. However, to have good technical infrastructure does not mean that everybody is also ready to use it. Thus, the present study focused on the issue of university students' readiness for online learning. The quantitative research goal was to evaluate German university students' readiness for using digital media and online learning in their tertiary education and compare them with students from the United States. Overall, 72 students from the researchers' university in Germany and 176 students from multiple universities in the United States completed the Student Readiness of Online Learning (SROL) questionnaire. Results show substantial differences between the two groups of students, with U.S. students being more ready for online learning. The results and limitations were discussed, and practical implications and further ideas were provided.",2020,"",College Students; Readiness; Electronic Learning; Comparative Education; Foreign Countries; Technology Uses in Education; Online Courses; Student Characteristics; Time Management; Technological Literacy; Communication Skills; Computer Mediated Communication; Competence; Student Attitudes; Student Motivation; Self Esteem,"Küsel, Julian; Martin, Florence; Markic, Silvija",Journal Articles; Reports - Research
ED638096,A Qualitative Study Addressing the Gaps between Research-Based Effective Practices and Actual Practice in University Level Online Learning Environments,"Because of the flexibility and options online courses provide, students are increasingly enrolling in university online courses. Online learning continues to lag face-to-face learning in measures of student satisfaction and success. Although the incorporation of research-based effective practices increases student satisfaction and success, they are inconsistently applied in online programs and courses. The purpose of this qualitative multi-case study was to examine barriers and motivators for the implementation of research-based effective practices. The study also investigated the perception of confidence levels online instructors have on the implementation of effective practices and the perceived influence professional development experiences. The theoretical framework used to design the study incorporated the Transformative Learning Theory, the Anderson Model of Online Learning, and the Self-Determination Theory of Online Learning. Data discussion of the findings would be beneficial to university leaders seeking to improve the quality of online courses. [The dissertation citations contained here are published with the permission of ProQuest LLC. Further reproduction is prohibited without permission. Copies of dissertations may be obtained by Telephone (800) 1-800-521-0600. Web page: http://www.proquest.com/en-US/products/dissertations/individuals.shtml.]",2023,"",Evidence Based Practice; Online Courses; Enrollment; Electronic Learning; Student Satisfaction; Academic Achievement; Barriers; Motivation; Faculty Development; Universities; Educational Practices,Amanda Knudson Myers,Dissertations/Theses - Doctoral Dissertations
EJ1284087,Using Peer Assisted Learning to Improve Academic Engagement and Progression of First Year Online Law Students,"The University of Southern Queensland's online study environment continues to grow with over 16,000 students studying online. Pre-Covid-19, online enrolments typically represent around 67% of all students studying at USQ. This article usefully analyses quantitative data in order to evaluate the effectiveness of the pilot of an online peer-assisted learning program for first-year Law students. The article asks whether a customised online Meet-Up program can objectively enhance student engagement and academic performance in a first-year law course. Results from the pilot were positive and are a productive contribution to the literature on online peer-assisted learning.",2021,"",Peer Teaching; Learner Engagement; Academic Achievement; Electronic Learning; Discussion Groups; Videoconferencing; Program Effectiveness; Skill Development; Sense of Community; Progress Monitoring; Learning Analytics; Problem Based Learning; Legal Education (Professions); Law Students; Academic Support Services; Foreign Countries,"Crowley-Cyr, Lynda; Hevers, James",Journal Articles; Reports - Research
EJ1350500,The Effect of Class Experiences via Online Education on Japanese University Students&apos; Learning Outcomes amid the COVID-19 Pandemic,"Implementing quality assurance of university students' learning outcomes is an important challenge. In response to the COVID-19 pandemic, wherein many universities are implementing online education as &quot;a new form of education,&quot; there is a pressing need to rethink class methods. This study clarifies the effect of class experience via online education on Japanese university students' learning outcomes amid the COVID-19 pandemic. The results indicate that students acquire knowledge and skills through online education in the same way as conventional face-to-face education, but regardless of the specialized field, the knowledge and skills acquired differ according to the form of online education employed. Our finding that appropriate learning outcomes are assured even for online education in the same way as face-to-face education is likely to be of major significance.",2022,"",College Students; Quality Assurance; COVID-19; Pandemics; Online Courses; Educational Technology; Program Effectiveness; Foreign Countries; Blended Learning; Knowledge Level; Skill Development; School Closing,"Miyoshi, Noboru; Pan, Qiujing; Hu, Yonghong",Journal Articles; Reports - Research
EJ1493179,Online Teaching during the COVID-19 Pandemic: Perspectives from Lecturers and Administrators in Malaysian Universities,"University administrators and lecturers played vital roles in delivering education online during the global shift caused by the COVID-19 pandemic. However, most studies explore the experiences of students during the pandemic and often overlook the perspectives of university administrators and lecturers. This study aims to understand university administrators' experiences and factors influencing lecturers' behavioural intentions towards online teaching and learning in Malaysian higher education institutions (HEIs) during and postpandemic. A mixed-methods approach was used, where interviews with 24 university administrators and a survey with 100 lecturers were conducted. The qualitative data were analysed using thematic analysis, and the quantitative data were analysed using SPSS version 26. The results revealed six key themes related to the challenges of online learning and solutions, the effectiveness of online tools, and satisfaction with online teaching. Key factors influencing online teaching intentions were identified, with 'Suitability for Teaching' and 'Online System Flexibility' ranking highest. While high satisfaction levels were reported, the study highlights the need for ongoing improvements in online education within Malaysian HEIs. This study draws on the integrated views and understandings of the administrators and the practical reality and views of the lecturers. This paper thus provides an integrated and ecosystem-like set of guidelines for university policymakers to make adjustments to current online teaching and learning practices, ensuring optimal pedagogical experiences and preparedness for future emergencies such as pandemics in Malaysian HEIs.",2026,"",COVID-19; Pandemics; Higher Education; College Administration; Administrator Role; College Faculty; Intention; Online Courses; Distance Education; Technology Uses in Education; Administrator Attitudes; Teacher Attitudes; Barriers; Foreign Countries; Satisfaction; Teacher Role; Instructional Effectiveness,Sonali-J Suresh Kumar; Cheng Ean Catherine Lee; Angela Siew Hoong Lee; Glenda Crosling; Benedict Valentine Arulanandam; Siti Norbaya Azizan,Journal Articles; Reports - Research; Tests/Questionnaires
EJ1473066,Framework Effect and Achievement Motivation on College Students&apos; Online Learning Intention--Based on Technology Acceptance Model (TAM) and Theory of Planned Behaviour (TPB) Model,"The purpose of this study was to explore the factors of college students' learning intention when they use online learning platforms by using structural equation model (SEM), integration technology acceptance model (TAM) and planned behavior theory (TPB). With the help of this study, the development of distance online learning for college students is promoted. The study delves into the underlying factor influencing college students' intention towards online learning. Moreover, it explores the specific impact of framework effect and achievement motivation on their online learning intention. Employing a convenient sampling technique, the study gathered responses from a sample of 468 students enrolled in a specific university. The findings reveal the successful establishment of a comprehensive model elucidating the factors influencing online learning intention. Notably, achievement motivation not only exerts a direct influence on learning intention, but also indirectly affects it through various factors within the online learning intention model, including learning attitude (LA), perceived ease of used (PEOU), and perceived usefulness (PU). Furthermore, these factors exhibit varying impacts on online learning intention within different message framing contexts. The study's innovative and practical nature lies in its integration of the technology acceptance model (TAM) and theory of planned behavior (TPB) to establish a comprehensive model of online learning intention. By offering pertinent recommendations, the study aims to optimize the online learning methods of university educators and improve the quality of online instruction. By investigation the specific influence of achievement motivation and framing effect on online learning intention through this model, the study provides some feasible methods for educators to use the factor model to improve online learning intention of university students.",2025,"",Academic Achievement; Learning Motivation; College Students; Intention; Technology Uses in Education; Educational Technology; Distance Education; Electronic Learning; Student Attitudes; Usability; Student Behavior; Behavior Theories,Hang Wang; Xiaorong Hou; Jiaxiu Liu; Xiaoyu Zhou; Mengyao Jiang; Jing Liao,Journal Articles; Reports - Research
EJ1271800,Faculty Perceptions of Online Teaching at a Midsized Liberal Arts University,"In this mixed-methods study, faculty perceptions of online teaching at a midsized liberal arts university were examined to better understand faculty acceptance and participation in online teaching at the university. Seventy-nine participants responded to a survey that collected qualitative and quantitative data. Content analysis of faculty perceptions of online teaching was employed and resulted in the identification of six themes. An examination of 21 quantitative factors identified 17 factors reported by more than 50% of respondents to influence their decision to teach or not teach online. Study participants perceived online learning as attractive to students but they wanted any online courses carefully regulated, in part because online learning was seen as contrary to their teaching values. Participants were influenced by personal preferences but also the desire for robust faculty resources, as well as more effective technology and infrastructure. Implications and directions for future research were discussed.",2020,"",College Faculty; Web Based Instruction; Liberal Arts; Teacher Attitudes; Teacher Effectiveness; Educational Policy; Educational Resources; Technology Uses in Education,"Shreaves, Dana L.; Ching, Yu-Hui; Uribe-Florez, Lida; Trespalacios, Jesús",Journal Articles; Reports - Research; Tests/Questionnaires
EJ1273623,Students&apos; Perceptions Regarding the Abrupt Transition to Online Learning during the COVID-19 Pandemic: Case of Faculty of Chemistry and Hydrocarbons at the University of Boumerdes--Algeria,"In recent months, universities around the world have been forced to cancel courses and close their doors due to the growing coronavirus epidemic. Following the government's precautions, Algerian students were bound to quarantine regulations for their safety. Thus, they unexpectedly switched to online learning instead of face-to-face learning. Our objective of this exploratory study is to investigate the perceptions of Algerian university students regarding the abrupt transition to online learning amid the COVID-19 pandemic. To achieve this goal, an online survey with closed and open-ended questions was conducted among 380 students from the faculty of chemistry and hydrocarbons (FCH) at the University of Boumerdes--Algeria. The results showed that students have a negative perception of online learning. They are reluctant about this new digital pedagogy and prefer the traditional way of teaching to online teaching during the coronavirus pandemic.",2020,"",Foreign Countries; College Students; Student Attitudes; Electronic Learning; COVID-19; Pandemics; Chemistry; College Science; Negative Attitudes,"Blizak, Djanette; Blizak, Salah; Bouchenak, Ouahiba; Yahiaoui, Karima",Journal Articles; Reports - Research
EJ1330925,Impacts of Online Education on Teaching Quality and Satisfaction of Medical Students during COVID-19: A Case Study in a Private University in Vietnam,"As a developing countries, Vietnam has been facing a myriad of challenges in various aspects during the COVID-19 pandemic. Educational sector is not an exception as it is currently suffering the heavy consequences of the constant disruptions stemming from the switching to online learning. This study was conducted with the aim of surveying and evaluating the views of students of the Faculty of Medicine at Nguyen Tat Thanh University on the influence of online learning on learning quality. Using data from survey questionnaires, the results show that the online learning has impacted different learning aspects of students such as: time management, online satisfaction, training problems. At the same time, the study also recognizes the contributions of students in improving the quality of online teaching of Nguyen Tat Thanh University.",2021,"",Electronic Learning; Instructional Effectiveness; Student Satisfaction; Medical Students; COVID-19; Pandemics; Private Colleges; Foreign Countries; Educational Quality,"Ngoc, Phi Nguyen Tran; Thuy, Phuong Nguyen Thi; Trong, Nhan Pham Nguyen; Luan, Ta Duc; Khuong, To Dinh; Vinh, Nguyen Huu",Journal Articles; Reports - Research
EJ1390363,"The Missing HEROs: The Absence of, and Need for, PsyCap Research of Online University Students","This research is a narrative critical literature review of the use of the PsyCap (psychological capital) model to study online university students' learning experiences in order to understand their persistence. PsyCap (Hope, Efficacy, Resilience and Optimism, abbreviated as HERO) has been proven an effective model of understanding the intrinsic characteristics that motivate working adults to persist in workplace excellence. Prior to the 2020 COVID-19 pandemic, working adults comprised the majority of the online university student population. Online programmes were formed and developed predominantly to serve their needs, yet these students struggle to persist and succeed. The PsyCap model used to understand their success in the workplace is underutilised in studying their success as online learners. Students' individual needs and expectations have transitioned from the baby boomer generational cohort to millennials and now entering Generation Z. This article synthesises the cross-section of literature canvassing online education, student generational cohort transitions and the use of the PsyCap model up to the present era. Results reveal that the changing psychological capacity of university students warrants further research of the PsyCap model with relation to online university student persistence.",2023,"",Research Needs; Educational Research; College Students; Educational Experience; Academic Persistence; Electronic Learning; Psychological Characteristics; Adult Students,"Black, Debra; Bissessar, Charmaine; Boolaky, Mehraz",Journal Articles; Reports - Research; Information Analyses
EJ1376348,The Effects of Online Corrective Feedback on University Students&apos; Self-Regulation in Writing,"This study aimed to determine how teachers' online written corrective feedback (WCF) affected university students' self-regulation in writing and how the effects differed among students of different English proficiency levels. The participants were 27 second-year university students enrolled in a required online writing course. Throughout the 16-week course, the students received online WCF on their writing through Google Docs. Results from pre- and post-questionnaires and interviews revealed the positive effects of teachers' online WCF on students' self-regulation in writing, especially those with mid- and low-proficiencies. Results from this study provided an indication of the effectiveness of online WCF in developing L2 learners' self-regulation. They also gave insight into how language proficiency levels affect learners' perception of online feedback and its impact on self-regulated learning development.",2022,"",Feedback (Response); College Students; Electronic Learning; Written Language; Error Correction; Writing Instruction; Language Proficiency; Foreign Countries,"Nipaspong, Pajaree",Journal Articles; Reports - Research
EJ1428356,The Development and Cross-Cultural Validation of a Student Online Learning Experience Scale,"A growing body of research has explored the effects of Covid-19-induced online learning on students' experiences. However, there is a lack of validated tools that measure the perceived online learning experiences of domestic and international students in various national and cultural contexts. To address this gap, this article aims to develop the Student Online Learning Experience Scale (SOLE-S). We conceptualised four potential dimensions of students' perceptions of their online learning experiences: online interactions with students, teachers, university, and technology (i.e. students' capacity to participate in online learning). Confirmatory factor analysis determined three distinct factors: online interactions with students, the university (including teachers), and technology. Based on multiple validation studies reported in this article, the 10-item SOLE-S demonstrated sound internal consistency, discriminant validity, and convergent validity. Multigroup confirmatory factor analysis on data from domestic and international students transitioning from conventional classroom learning to online learning during the COVID-19 pandemic in Italy, France, Poland, and the UK showed a stable factor structure across different cultural contexts. Bivariate and point-biserial correlation analyses revealed that the SOLE-S is associated with students' adjustment, performance, satisfaction, and loyalty to the university. This tool will assist higher education institutions in monitoring students' online learning experiences and developing relevant support structures to enhance their academic experience and well-being during the pandemic and post-pandemic online learning.",2024,"",COVID-19; Pandemics; Foreign Countries; Electronic Learning; Student Experience; Student Attitudes; Interaction; Foreign Students; Cultural Context; Cultural Pluralism; Measurement Techniques; Validity; College Students; Student Characteristics; Adjustment (to Environment); Academic Achievement; Student Satisfaction; Group Unity,Michal Wilczewski; Oleg Gorbaniuk; Terence Mughan; Paola Giuri; Ming (Lily) Li,Journal Articles; Reports - Research
EJ1381776,Digital Transformation in Higher Education from Online Learning Perspective: A Comparative Study of Singapore and Vietnam,"Digital transformation has been inevitable in all socio-economic fields, including higher education. Recently, under the burden of the COVID-19 pandemic, many universities have to change their entire teaching systems to online learning to ensure their students' learning is not interrupted. Thus, it is essential to study how universities' students, educators, and administrators perceive online learning in different countries. To this aim, this study investigates the factors affecting university members' preference for online learning in Singapore and Vietnam. Using a cross-country sample with a sound theoretical framework of the Technology Acceptance Model (TAM), we found that each member group in the university was influenced by a different weight of factors. Specifically, students' preference for online learning is most affected by their technical skills. Meanwhile, educators and administrators are influenced mainly by the perceived usefulness of online learning and practice conditions, respectively. We further conducted multi-group testing and confirmed the certain separation in online learning preferences of observed objects between the two countries. Overall, this paper enriches the literature on online education, and has important implications for educational policymakers and university stakeholders both during and after the pandemic.",2023,"",Educational Change; Higher Education; Cross Cultural Studies; COVID-19; Pandemics; Online Courses; Foreign Countries; Preferences; Universities; Student Attitudes; Technological Literacy; Teacher Attitudes; College Faculty; College Students; Administrator Attitudes; Validity; Reliability; Usability; Barriers; Teaching Methods; Learning Processes,"Nguyen-Anh, Tuan; Nguyen, Anh T; Tran-Phuong, Chi; Nguyen-Thi-Phuong, Anh",Journal Articles; Reports - Research
EJ1374861,Online Verbal Argumentative Interaction (OVAI) in an Online Science Class during the COVID-19 Pandemic,"As we begin the third decade of the twenty-first century, argument and debate are not habitual practices of university science education. This can be explained by the hegemony of instructor-centered traditional approaches in many of these practices. The COVID-19 pandemic has not only pushed university education online but also seems to provide an unforeseen opportunity to develop deep educational transformations. Here, we report on the case of a university online science course that, because of the COVID-19 crisis, used online verbal argumentative interaction (OVAI) to provide students with explicit opportunities to co-construct reason-based and/or evidence-based arguments and counterarguments in an undergraduate-centered science learning environment. The written arguments and counterarguments co-constructed by forty students (20 females and 20 males, 19-24 years old) during OVAI sessions were analyzed to determine their quality. Also, students' opinions about the use of OVAI in times of COVID-19 were documented. The results indicate that the students co-constructed high-quality arguments and counterarguments in the OVAI sessions. Most importantly, participants showed positive impressions about the use of OVAI in university online science education. The outcomes carry important educational implications considering the growing university online science courses in the pandemic and post-pandemic eras.",2022,"",Persuasive Discourse; Verbal Communication; Online Courses; Science Instruction; COVID-19; Pandemics; Interaction; Undergraduate Students; Student Attitudes; Program Effectiveness; Foreign Countries; Student Centered Learning,"Archila, Pablo Antonio; Truscott de Mejía, Anne-Marie; Restrepo, Silvia",Journal Articles; Reports - Research
EJ1480737,Challenges and Strategies for Online Learning and Teaching during COVID-19 in Indonesia and Afghanistan,"The pandemic has significantly impacted many sectors of life, including higher education. The COVID-19 outbreak created significant challenges for students and lecturers, forcing them to adjust to online learning and teaching. They developed specific strategies to tackle the challenges and study normally. This study investigated the obstacles students and lecturers faced during COVID-19 online learning and teaching in a private university in Afghanistan and a public university in Indonesia. Furthermore, it explores the strategies applied during the pandemic's requirement of creating new educational environments. In addition, it compares the students' and lecturers' experiences in online learning and teaching in both countries. To obtain the data, the study employed open-ended questionnaires using Google Forms, which were distributed through WhatsApp and emails to students and lecturers in a public university in Indonesia and a private university in Afghanistan. Data analysis used the online-engagement framework for higher education, filtering and generating themes into concepts. This study found that during COVID-19, both Indonesian and Afghan students and lecturers faced several hurdles and challenges. Yet, the strategies that they applied differed according to each country's social and developmental contexts. Identifying the challenges and the online teaching and learning strategy provides practical understanding for students, lecturers, and universities.",2025,"",Foreign Countries; COVID-19; Pandemics; Barriers; Online Courses; Electronic Learning; Coping; Student Experience; Teaching Experience; College Students; College Faculty; Distance Education; Interaction; Psychological Patterns; Student Behavior; Technology Uses in Education,Hazrat Shah Kayen; Fadla Tsania Agustia,Journal Articles; Reports - Research
EJ1318537,The Views of International University Students about Online Education,"Currently, international university students are working hard to cope with many problems in socio-cultural, psychological and economic terms. Particularly after COVID-19 epidemic experienced by the whole world in early 2020, they have started to face greater problems. Therefore, in this study, the aim is to examine the opinions of international university students taking Turkish online lessons about course practices and learning-teaching processes. Qualitative research design was used in this study, and the data were collected through focus group interviews. Participants of the study consist of 18 international university students enrolled in a state university in the academic year of 2020-2021 and receiving Turkish language education at B2 level. While some of the international university students expressed positive opinions regarding the economical and comfortable online education process, some of them expressed negative opinions; namely the lack of communication, the difficulties experienced in online exams and the language learning process and the inefficiency of education. Most of the students stated that the online education process has both positive and negative aspects. As the advantages of this educational process, students pointed out facilitating academic processes easily, managing time, being healthy and saving money. On the other hand, it was highlighted that there are technical, personal, educational, health and language difficulties in the online education process. As solution suggestions for these difficulties, the participants made suggestions on eliminating the problems in technical and physical conditions, including more motivational activities and improving the educational process.",2021,"",Foreign Students; College Students; Online Courses; Student Attitudes; Foreign Countries; Turkish; Second Language Learning; Electronic Learning; COVID-19; Pandemics,"Karakus, Ismail; Karakus, Sena",Journal Articles; Reports - Research
